1552587687894145216	1552587687904166368	10.0212
1552587687924542016	1552587687934546400	10.0044
1552587687954633408	1552587687964145664	9.51226
1552587687983459712	1552587687992488480	9.02877
1552587688010868672	1552587688019887552	9.01888
1552587688039891872	1552587688048940256	9.04838
1552587688069170400	1552587688078219712	9.04931
1552587688103309952	1552587688112350400	9.04045
1552587688135787552	1552587688144648128	8.86058
1552587688160405888	1552587688169260704	8.85482
1552587688182386880	1552587688191246016	8.85914
1552587688206918496	1552587688215792096	8.8736
1552587688245786336	1552587688254667200	8.88086
1552587688268185312	1552587688277045696	8.86038
1552587688292192192	1552587688301072768	8.88058
1552587688315688288	1552587688324554880	8.86659
1552587688339459392	1552587688348305568	8.84618
1552587688365660288	1552587688374515232	8.85494
1552587688391119584	1552587688399984128	8.86454
1552587688415599168	1552587688424455520	8.85635
1552587688442564992	1552587688451425856	8.86086
1552587688468142016	1552587688477003296	8.86128
1552587688494945056	1552587688503819936	8.87488
1552587688522571392	1552587688531432864	8.86147
1552587688549338528	1552587688558192096	8.85357
1552587688575638848	1552587688584492096	8.85325
1552587688605003040	1552587688613870400	8.86736
1552587688634104992	1552587688642956576	8.85158
1552587688662370656	1552587688671235648	8.86499
1552587688691546880	1552587688700405568	8.85869
1552587688721560064	1552587688730408704	8.84864
1552587688751817280	1552587688760673600	8.85632
1552587688783049664	1552587688791896736	8.84707
1552587688816200864	1552587688825041120	8.84026
1552587688847458336	1552587688856312128	8.85379
1552587688880646048	1552587688889515264	8.86922
1552587688913455040	1552587688922312000	8.85696
1552587688948785152	1552587688957632736	8.84758
1552587688983945248	1552587688992812544	8.8673
1552587689017541184	1552587689026412704	8.87152
1552587689051608672	1552587689060453280	8.84461
1552587689086186880	1552587689095055680	8.8688
1552587689119441952	1552587689128298592	8.85664
1552587689152344800	1552587689161206144	8.86134
1552587689183647296	1552587689192498144	8.85085
1552587689215613568	1552587689224482528	8.86896
1552587689246575520	1552587689255417152	8.84163
1552587689279219616	1552587689288087104	8.86749
1552587689316884512	1552587689325753248	8.86874
1552587689348660384	1552587689357529184	8.8688
1552587689381246336	1552587689390089280	8.84294
1552587689413259200	1552587689422108768	8.84957
1552587689445060160	1552587689453897088	8.83693
1552587689477308160	1552587689486157568	8.84941
1552587689509772160	1552587689518642144	8.86998
1552587689542871872	1552587689551730624	8.85875
1552587689576047648	1552587689584898592	8.85094
1552587689609648960	1552587689618500832	8.85187
1552587689642841760	1552587689651693536	8.85178
1552587689677395296	1552587689686266304	8.87101
1552587689724844992	1552587689733764352	8.91936
1552587689758906880	1552587689767750464	8.84358
1552587689793787136	1552587689802657632	8.8705
1552587689828974304	1552587689837831904	8.8576
1552587689866988832	1552587689875847904	8.85907
1552587689905052960	1552587689913924672	8.87171
1552587689956435744	1552587689965295968	8.86022
1552587689993268800	1552587690002128032	8.85923
1552587690031401952	1552587690040259712	8.85776
1552587690069105472	1552587690077944128	8.83866
1552587690107006368	1552587690115875072	8.8687
1552587690146387296	1552587690155227264	8.83997
1552587690185754432	1552587690194609280	8.85485
1552587690225231840	1552587690234090176	8.85834
1552587690266826848	1552587690275685120	8.85827
1552587690307252128	1552587690316111392	8.85926
1552587690346620896	1552587690355465728	8.84483
1552587690386302848	1552587690395161376	8.85853
1552587690425685120	1552587690434540096	8.85498
1552587690464122112	1552587690472978176	8.85606
1552587690503853216	1552587690512715232	8.86202
1552587690542190112	1552587690551067360	8.87725
1552587690581155168	1552587690589996704	8.84154
1552587690619658944	1552587690628503360	8.84442
1552587690656927552	1552587690665795104	8.86755
1552587690693528160	1552587690702366688	8.83853
1552587690731281408	1552587690740158592	8.87718
1552587690767597984	1552587690776465472	8.86749
1552587690804179968	1552587690813047616	8.86765
1552587690841130880	1552587690849978976	8.8481
1552587690878035200	1552587690886878720	8.84352
1552587690913694720	1552587690922542912	8.84819
1552587690951442752	1552587690960312768	8.87002
1552587690988167680	1552587690997008576	8.8409
1552587691024271648	1552587691033110720	8.83907
1552587691060563584	1552587691069415232	8.85165
1552587691096573312	1552587691105422496	8.84918
1552587691133449248	1552587691142316288	8.86704
1552587691171057184	1552587691179914368	8.85718
1552587691207479168	1552587691216328416	8.84925
