1552587687873181248	1552587687894021504	20.8403
1552587687908637184	1552587687924436416	15.7992
1552587687937964256	1552587687954489312	16.5251
1552587687967178240	1552587687983341184	16.1629
1552587687995651776	1552587688010754592	15.1028
1552587688023234304	1552587688039761184	16.5269
1552587688052285696	1552587688069008896	16.7232
1552587688081696032	1552587688103210912	21.5149
1552587688115840704	1552587688135627296	19.7866
1552587688147914144	1552587688160292864	12.3787
1552587688172350112	1552587688182273792	9.92368
1552587688194353088	1552587688206804928	12.4518
1552587688219037376	1552587688245597888	26.5605
1552587688257831008	1552587688268046336	10.2153
1552587688280703680	1552587688292078240	11.3746
1552587688304276256	1552587688315576160	11.2999
1552587688327692896	1552587688339344736	11.6518
1552587688351495936	1552587688365491584	13.9956
1552587688377523168	1552587688391007424	13.4843
1552587688403054688	1552587688415445376	12.3907
1552587688427660032	1552587688442388256	14.7282
1552587688454564768	1552587688468027744	13.463
1552587688480201984	1552587688494816640	14.6147
1552587688507029312	1552587688522458016	15.4287
1552587688534896000	1552587688549224608	14.3286
1552587688561300896	1552587688575525280	14.2244
1552587688587809280	1552587688604896832	17.0876
1552587688616931520	1552587688633990880	17.0594
1552587688646079104	1552587688662257472	16.1784
1552587688674407008	1552587688691289504	16.8825
1552587688703699904	1552587688721446592	17.7467
1552587688733806144	1552587688751718336	17.9122
1552587688763742400	1552587688782936480	19.1941
1552587688795256576	1552587688816087520	20.8309
1552587688828097152	1552587688847346176	19.249
1552587688859491584	1552587688880480256	20.9887
1552587688892949696	1552587688913219808	20.2701
1552587688925691584	1552587688948671264	22.9797
1552587688960805024	1552587688983832608	23.0276
1552587688995886272	1552587689017429280	21.543
1552587689029508064	1552587689051495520	21.9875
1552587689063537600	1552587689086023776	22.4862
1552587689098678432	1552587689119209056	20.5306
1552587689131785824	1552587689152230432	20.4446
1552587689164526432	1552587689183552672	19.0262
1552587689195456352	1552587689215501664	20.0453
1552587689227565760	1552587689246463488	18.8977
1552587689258547808	1552587689278763296	20.2155
1552587689291411296	1552587689316646848	25.2356
1552587689329241088	1552587689348547712	19.3066
1552587689360637120	1552587689381111904	20.4748
1552587689393406112	1552587689413166016	19.7599
1552587689425121696	1552587689444946976	19.8253
1552587689456976480	1552587689477193120	20.2166
1552587689489370816	1552587689509490592	20.1198
1552587689521866304	1552587689542622560	20.7563
1552587689555150720	1552587689575936064	20.7853
1552587689588240160	1552587689609551776	21.3116
1552587689621658400	1552587689642704000	21.0456
1552587689654738016	1552587689677282880	22.5449
1552587689689505888	1552587689724587488	35.0816
1552587689737192960	1552587689758778880	21.5859
1552587689770956096	1552587689793669504	22.7134
1552587689805853568	1552587689828839488	22.9859
1552587689840866880	1552587689866832032	25.9652
1552587689879078432	1552587689904853152	25.7747
1552587689917253024	1552587689956203616	38.9506
1552587689968683264	1552587689993155392	24.4721
1552587690005404288	1552587690031281696	25.8774
1552587690043277120	1552587690068990624	25.7135
1552587690081320096	1552587690106822624	25.5025
1552587690119186912	1552587690146260832	27.0739
1552587690158320864	1552587690185625184	27.3043
1552587690197650560	1552587690225116928	27.4664
1552587690237338112	1552587690266669120	29.331
1552587690279068992	1552587690306949472	27.8805
1552587690319419136	1552587690346387648	26.9685
1552587690358911200	1552587690386187584	27.2764
1552587690398185888	1552587690425571968	27.3861
1552587690437672992	1552587690464010272	26.3373
1552587690476179072	1552587690503685888	27.5068
1552587690515951360	1552587690541858496	25.9071
1552587690554353088	1552587690581042080	26.689
1552587690593099776	1552587690619546976	26.4472
1552587690631599808	1552587690656815552	25.2157
1552587690668872960	1552587690693413952	24.541
1552587690705743840	1552587690731139424	25.3956
1552587690743546336	1552587690767485280	23.9389
1552587690779712640	1552587690804067616	24.355
1552587690816316128	1552587690841018944	24.7028
1552587690853000736	1552587690877921632	24.9209
1552587690889972800	1552587690913557824	23.585
1552587690925694016	1552587690951192480	25.4985
1552587690963766432	1552587690988029984	24.2636
1552587691000123712	1552587691024157632	24.0339
1552587691036223296	1552587691060448832	24.2255
1552587691072626304	1552587691096460896	23.8346
1552587691108772672	1552587691133277984	24.5053
1552587691145600576	1552587691170918368	25.3178
1552587691183350368	1552587691207364864	24.0145
